id,name,definition,synonyms
HP:0008499,High hypermetropia,A severe form of hypermetropia with over +5.00 diopters.,"['High hyperopia', 'High-grade hypermetropia', 'Severe long-sightedness', 'Severe farsightedness']"
HP:0008501,obsolete Median cleft lip and palate,,[]
HP:0008504,Moderate sensorineural hearing impairment,The presence of a moderate form of sensorineural hearing impairment.,['Moderate neural deafness']
HP:0008507,Static ophthalmoparesis,,[]
HP:0008509,Aged leonine appearance,,[]
HP:0008511,Central posterior corneal opacity,Reduced transparency of the central posterior portion of the corneal stroma.,[]
HP:0008513,Bilateral conductive hearing impairment,A bilateral type of conductive hearing impairment.,"['Bilateral conductive hearing loss', 'Bilateral conductive deafness']"
HP:0008515,Aplasia/Hypoplasia of the vertebrae,,"['Absent/small vertebrae', 'Absent/underdeveloped vertebrae']"
HP:0008516,Abnormality of the vertebral spinous processes,,[]
HP:0008517,Aplasia/Hypoplasia of the sacrum,Aplasia or developmental hypoplasia of the sacral bone.,"['Absent/small sacrum', 'Absent/underdeveloped sacrum']"
HP:0008518,Aplasia/Hypoplasia involving the vertebral column,,"['Absent/small backbone', 'Absent/small spine', 'Absent/underdeveloped vertebral column', 'Absent/underdeveloped spine', 'Absent/small vertebral column', 'Absent/underdeveloped backbone']"
HP:0008519,Abnormal coccyx morphology,Any structural abnormality of the coccyx.,"['Abnormality of the coccyx', 'Abnormal tailbone']"
HP:0008523,Posterior helix pit,Permanent indentation on the posteromedial aspect of the helix that may be sharply or indistinctly delineated.,"['Pits in posterior aspect of ear helices', 'Ear, posterior helical notch', 'Indentation in back of outer ear', 'Helix, posterior pit', 'Ear, posterior helical groove']"
HP:0008527,Congenital sensorineural hearing impairment,A type of hearing impairment caused by an abnormal functionality of the cochlear nerve with congenital onset.,"['Hearing loss, congenital sensorineural', 'Congenital neurosensory deafness', 'Congenital sensorineural hearing loss', 'Bilateral congenital sensorineural deafness', 'Congenital sensorineural deafness', 'Congenital perceptive deafness']"
HP:0008528,Long hairs growing from helix of pinna,,"['Ear hair', 'Long hairs growing from helix of ear']"
HP:0001593,Maxillary lateral incisor microdontia,Decreased size of the maxillary permanent incisor.,"['Decreased size of maxillary lateral incisor', 'Hypotrophic upper lateral incisor', 'Small maxillary lateral incisor', 'Hypotrophic maxillary lateral incisor', 'Small upper lateral incisor', 'Decreased size of upper lateral incisor', 'Decreased width of upper lateral incisor']"
HP:0001595,Abnormal hair morphology,An abnormality of the hair.,"['Abnormality of the hair', 'Hair abnormality', 'Abnormality of the hair shaft']"
HP:0001596,Alopecia,"A noncongenital process of hair loss, which may progress to partial or complete baldness.",['Hair loss']
HP:0001597,Abnormal nail morphology,Abnormal structure or appearance of the nail.,"['Nail disease', 'Abnormality of the nail']"
HP:0001598,Concave nail,The natural longitudinal (posterodistal) convex arch is not present or is inverted.,"['Spoon-shaped nails', 'Koilonychia']"
HP:0001600,Abnormality of the larynx,An abnormality of the larynx.,"['Laryngeal abnormalities', 'Laryngeal anomalies']"
HP:0001601,Laryngomalacia,Laryngomalacia is a congenital abnormality of the laryngeal cartilage in which the cartilage is floppy and prolapses over the larynx during inspiration.,['Softening of voice box tissue']
HP:0001602,Laryngeal stenosis,Stricture or narrowing of the larynx that may be associated with symptoms of respiratory difficulty depending on the degree of laryngeal narrowing.,[]
HP:0001604,Vocal cord paresis,Decreased strength of the vocal folds.,"['Vocal cord paresis in severe cases', 'Hoarse voice due to vocal cord paresis', 'Weakness of the vocal cords']"
HP:0001605,Vocal cord paralysis,A loss of the ability to move the vocal folds.,"['Inability to move vocal cords', 'Laryngeal paralysis']"
HP:0001606,obsolete Vocal cord paralysis (caused by tumor impingement),,[]
HP:0001607,Subglottic stenosis,,[]
HP:0001608,Abnormality of the voice,,"['Voice abnormality', 'Abnormality of the voice']"
HP:0001609,Hoarse voice,"Hoarseness refers to a change in the pitch or quality of the voice, with the voice sounding weak, very breathy, scratchy, or husky.","['Hoarse voice', 'Hoarseness', 'Husky voice']"
HP:0001611,Hypernasal speech,A type of speech characterized by the presence of an abnormally increased nasal airflow during speech associated with structural abnormality of the nasal passages.,"['Nasal speech', 'Hypernasal voice', 'Nasal voice']"
HP:0001612,Weak cry,,[]
HP:0001613,obsolete Hoarse voice (caused by tumor impingement),,[]
HP:0001615,Hoarse cry,,['Hoarse cry']
HP:0001618,Dysphonia,"Difficulty in speaking due to a physical disorder of the mouth, tongue, throat, or vocal cords. Associated with a known physical or neurological cause.","['Inability to produce voice sounds', 'Voice change']"
HP:0001620,Abnormally high-pitched voice,A persistent (minutes to hours) abnormal increase in the pitch (frequency) of the voice for the context or social situation or significantly different from baseline of the individual.,"['High pitched voice', 'High-pitched voice']"
HP:0001621,Weak voice,Reduced intensity (volume) of speech.,"['Quiet voice', 'Soft voice', 'Hypophonia', 'Weak voice']"
HP:0001622,Premature birth,The birth of a baby of less than 37 weeks of gestational age.,"['Preterm delivery', 'Premature birth', 'Preterm birth', 'Shortened gestation time', 'Premature delivery of affected infants', 'Premature delivery']"
HP:0001623,Breech presentation,A position of the fetus at delivery in which the fetus enters the birth canal with the buttocks or feet first.,"['Breech presentation at birth', 'Feet or buttocks of fetus positioned near opening of uterus', 'Feet or buttocks of foetus positioned near opening of uterus']"
HP:0001626,Abnormality of the cardiovascular system,Any abnormality of the cardiovascular system.,"['Cardiovascular abnormality', 'Cardiovascular disease', 'Abnormality of the cardiovascular system']"
HP:0001627,Abnormal heart morphology,Any structural anomaly of the heart.,"['Cardiac anomaly', 'Abnormality of the heart', 'Abnormally shaped heart', 'Congenital heart defect', 'Abnormality of cardiac morphology', 'Cardiac abnormality', 'Cardiac anomalies', 'Congenital heart defects', 'Heart defect']"
HP:0001629,Ventricular septal defect,A hole between the two bottom chambers (ventricles) of the heart. The defect is centered around the most superior aspect of the ventricular septum.,"['VSD', 'Ventriculoseptal defect', 'Hole in heart wall separating two lower heart chambers', 'Ventricular septal defects']"
HP:0001631,Atrial septal defect,Atrial septal defect (ASD) is a congenital abnormality of the interatrial septum that enables blood flow between the left and right atria via the interatrial septum.,"['Atria septal defect', 'ASD', 'Atrial septum defect', 'An opening in the wall separating the top two chambers of the heart', 'Atrioseptal defect', 'Defect in the atrial septum', 'Hole in heart wall separating two upper heart chambers']"
HP:0001633,Abnormal mitral valve morphology,Any structural anomaly of the mitral valve.,['Abnormality of the mitral valve']
HP:0001634,Mitral valve prolapse,One or both of the leaflets (cusps) of the mitral valve bulges back into the left atrium upon contraction of the left ventricle.,[]
HP:0001635,Congestive heart failure,The presence of an abnormality of cardiac function that is responsible for the failure of the heart to pump blood at a rate that is commensurate with the needs of the tissues or a state in which abnormally elevated filling pressures are required for the heart to do so. Heart failure is frequently related to a defect in myocardial contraction.,"['Cardiac failures', 'Chronic heart failure', 'Cardiac insufficiency', 'Cardiac failure', 'CHF', 'Heart failure']"
HP:0001636,Tetralogy of Fallot,"A congenital cardiac malformation comprising pulmonary stenosis, overriding aorta, ventricular septum defect, and right ventricular hypertrophy. The diagnosis of TOF is made if at least three of the four above mentioned features are present.",['Tetrology of fallot']
HP:0001637,Abnormal myocardium morphology,A structural anomaly of the muscle layer of the heart wall.,['Abnormality of the myocardium']
HP:0001638,Cardiomyopathy,"A myocardial disorder in which the heart muscle is structurally and functionally abnormal, in the absence of coronary artery disease, hypertension, valvular disease and congenital heart disease sufficient to cause the observed myocardial abnormality.",['Disease of the heart muscle']
HP:0001639,Hypertrophic cardiomyopathy,"Hypertrophic cardiomyopathy (HCM) is defined by the presence of increased ventricular wall thickness or mass in the absence of loading conditions (hypertension, valve disease) sufficient to cause the observed abnormality.","['Enlarged and thickened heart muscle', 'Cardiomyopathy, hypertrophic', 'HCM']"
HP:0001640,Cardiomegaly,"Increased size of the heart, clinically defined as an increased transverse diameter of the cardiac silhouette that is greater than or equal to 50% of the transverse diameter of the chest (increased cardiothoracic ratio) on a posterior-anterior projection of a chest radiograph or a computed tomography.","['Increased heart size', 'Enlarged heart']"
HP:0001641,Abnormal pulmonary valve morphology,Any structural abnormality of the pulmonary valve.,"['Abnormality of the pulmonary valve', 'Anomaly of the pulmonary valve']"
HP:0001642,Pulmonic stenosis,"A narrowing of the right ventricular outflow tract that can occur at the pulmonary valve (valvular stenosis), below the pulmonary valve (infundibular stenosis), or above the pulmonary valve (supravalvar stenosis).","['Pulmonary valve stenosis', 'Pulmonic valve stenosis', 'Pulmonary stenosis', 'Narrowing of pulmonic valve']"
HP:0001643,Patent ductus arteriosus,"In utero, the ductus arteriosus (DA) serves to divert ventricular output away from the lungs and toward the placenta by connecting the main pulmonary artery to the descending aorta. A patent ductus arteriosus (PDA) in the first 3 days of life is a physiologic shunt in healthy term and preterm newborn infants, and normally is substantially closed within about 24 hours after bith and completely closed after about three weeks. Failure of physiologcal closure is referred to a persistent or patent ductus arteriosus (PDA). Depending on the degree of left-to-right shunting, PDA can have clinical consequences.","['Patent ductus Botalli', 'Persistent arterial duct', 'Persistent ductus arteriosus', 'PDA', 'Ductus arteriosus']"
HP:0009389,Pseudoepiphyses of the 5th finger,A secondary ossification center in the fifth finger that is distinct from the normal epiphysis that does not contribute to the longitudinal growth of a tubular bone.,[]
HP:0009390,Small epiphyses of the 5th finger,Abnormally small size of the epiphyses of the 5th finger with respect to age-dependent norms.,"['Small end part of pinkie finger bone', 'Small end part of pinky finger bone', 'Small end part of little finger bone']"
HP:0009391,Stippling of the epiphyses of the 5th finger,"The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphyses of the 5th finger.","['Speckled calcifications in end part of pinkie finger bone', 'Speckled calcifications in end part of little finger bone', 'Speckled calcifications in end part of pinky finger bone']"
HP:0009392,Triangular epiphyses of the 5th finger,A triangular appearance of the epiphyses of the 5th finger of the hand.,"['Triangular end part of the little finger', 'Triangular end part of the pinkie finger', 'Triangular end part of the pinky finger', 'Delta-shaped epiphyses of the 5th finger']"
HP:0009393,Absent epiphyses of the 4th finger,Absence of one or more epiphyses of the 4th finger.,['Absent end part of the ring finger bone']
